titles,link_to_content,textes,categories
XELTU : YÀLLA NANU DEE BALAA NUY DEE,https://saabal.com/xeltu-yalla-nanu-dee-balaa-nuy-dee/,"['Dangay daw DEE, tax ngay LEKK. Ndax jàpp nga ni boo LEKKUL dangay DEE. Booba umpale nga ne li ngay LEKK ngir mëna dundu DEE kese la ndax nit du LEKK mukk luy dundu. Muy yàpp wi, di jën yi wala ci xeeti meññent yi, bumu ci doon bala nga koy lekk fekk na mu DEE. Nga gis kon ne DEE gi ngay daw rekk moom ngay LEKK. Waaw !', 'Te nag DEE googu ngay LEKK, mooy walbëtiku di LEKK bis bu Yàlla sàq li nekk ci yaw tey DEE (jëmm ji), ba bis ñëw mu jeexal tàkk lépp luy dundu ci yaw. DEE kepp des fa, bu ko defee nga DEE.', 'Ginnaaw bi nga DEE yitam, luy DEE moo lay fekk ci biir bàmmel, muy sax yi, LEKK la, LEKK DEE gi nga doon. Sax yi tamit da ñuy mujj a DEE, te bu ko defee lu DEE moo leen di LEKK, maanaam suuf. Te suuf soo su DEE tamit mooy dellu dundal gàncax gi wara DEE ngir mëna dundal lenn ci mala yi nga xam ne seenug mujj mooy rekk DEE ngir dundal yeneeni mala yu demee ni doomu aadama. Boo ko seetloo gis ne mbir mi aw wërngël la woow duñu ci rëcc mukk. Pexe amul, ni ko Sëriñ Seex Tiijaan Si Al Maqtuum faral di Baamoo.', 'Yàlla rekk a dul DEE ak lu daggee ci moom. Li may junju foofu mooy li nekk ci doomu aadama te wuute ak jëmm jiy DEE, maanaam ban biñu ko tabaxe ba mu doon jëmm. Loolu mooy li ñenn ñi tuddee ruu gi nga xam ne làmboo na ak meloy Yàlla yu bari, benn ci lott ci DEE. Njortees nañu ni sax foofu lañu wara dégge waxi Yàlla jii «\xa0Doomu Aadama da Nu koo sàq mu niru Nu\xa0». Kon de ndekete Yàlla génnul doomu Aadama !', 'Waaye ndax doomu Aadama xam na boppam ? Déedéet, bu ñu xoole Doxalinam. Ndax kat bu doomu Aadama di daw DEE gi nga xam ne moo ko mëna tàqale ak li dul Yàlla ci moom, ndax mu mën a doon Yàllay kese, day niru kuy daw boppam rek.', 'Moone Filosofi jàngale na ko, tasawuf jàngale ko. Filosof bu ñuy wax Socrate newoon na «\xa0Filosof mooy rekk jàng nees di raye sa bakkan\xa0». Loolu méengóo ak li sufiyànke yi di dégg ci ne ngir nga mëna dundu dëgg, fàwwu nga DEE, maanaam noot sa bakkan, gumbë, tëx, luu ci lépp lu xeetoo ak neex-neexi àdduna te yittel bakkan. Jihaadul nafsu !', 'Ginnaaw ba nga noote bakkan bi ba ray ko, lay DEE ci yaw DEE na. Li dul DEE moo fay des di gën a dund, te mooy Yàllay kese. Boo fa tolloo nag li lay dundal mooy lu dul DEE, muy leer, muy Yàlla. Yàlla Yàlla lay dunde. Àjjanaa ngoogu !', 'Lii lépp ab junju la rekk, ndax liñuy wax xajul ci kàddu, xajul ci ay loy. Te nag moo tax mu doon limu doon : Yàlla ! Bu Yàlla xajoon ciy kàddu, ñu xam ko. Te du ku ñuy xam, dees koy yëg. Boo yëgee Yàlla mu neex loolu, taxul nga mën koo yëgal keneen ku dul ki ko yëg. Ki nga bokkal yëg-yëg, da lay yëg, nga yëg ko, doonte tamndareti jun-ñay a dox seen diggante jëmm yi.', 'Wittgenstein nag nee na : «\xa0Lees mënul a wax ku yabu noppi ko\xa0».', 'Daawuda Géy Pikin / FRAPP ', 'Partager la publication ""XELTU : YÀLLA NANU DEE BALAA NUY DEE""']",njanse
Lu tax Feederbu wéy di taxaw jonn fa Ndar ? Ak li mu bóom ci doomi réew mi !,https://saabal.com/lu-tax-feederbu-wey-di-taxaw-jonn-fa-ndar-ak-li-mu-boom-ci-doomi-reew-mi/,"['Partager la publication ""Lu tax Feederbu wéy di taxaw jonn fa Ndar ? Ak li mu bóom ci doomi réew mi !""']",njanse
Xare diggante Wiyetnaam ak Amerig: tontuy Muhammat Aali jamono ja ñu ko bëggee yóbb ca kàrce ga ngir mu xeexi.,https://saabal.com/xare-diggante-wiyetnaam-ak-amerig-tontuy-muhammat-aali-jamono-ja-nu-ko-beggee-yobb-ca-karce-ga-ngir-mu-xeexi/,"['', '«\xa0Duma làqatu nag. Duma lakk it raaya yi. Duma daw duma daay  mbaa may làquji Kanadaa. Fii laay des. Du danga maa bëgg a yóbb duŋŋ-Siin ? Waaw Bismilaah man maa ngi kaso ci diirub  ñenti téeméeri (400) at. Ta it man naa cee wéy ba juróomi téeméeri (500) at mbaa lu ko ëpp, waaye duma séqi ab jéego luy tollu ci fukki junniy (10 000) jun-ñay ngir jàppale leen ngeen di néewal doole ay néew doole mbaa di leen faat «\xa0.', '', '\xa0» Suma bëggee faatu daal, fii laay faatoo, jàmmaarloo ak yaw. Yaw yaay samab noon, du saa-siin yi mbaa wiyet-koŋ, mbaa saa-sapoŋ yi. Taw, yaw ci sa bopp, yaay ki ma noonoo jamono ba nga xamee  ne maa ngi bëgg a jot samag yaataay. Yaw yaay ki may gàllankoor jamono ja ma bëggee Yoon di Yoon.\xa0»', '\xa0» Yaw yaay ki nasaxal samay mébét jamano ja ma bëggee ag yamale. Dangaa bëgg ma dem fenn ci àddina si ?', 'Moo ne fii ci Amerig sax aaroo samay àq ak sam gëm-gëm. Foofu sax sori na fii ci sama kër gii sax aaroo ma fi\xa0».', 'Kaasus Kaley di Muhammet Aali', 'Leeral: duŋŋ-Siin: prison / jun-ñay: kilométre', 'Tekkikat bi: Àlliyun Jóob / bindkat bi: Habiibul Xadiim Géy ', 'Partager la publication ""Xare diggante Wiyetnaam ak Amerig: tontuy Muhammat Aali jamono ja ñu ko bëggee yóbb ca kàrce ga ngir mu xeexi.""']",non-classe
"Ngóor si Farees ca Tuubaa, lu manoon a ñàkk la (kàdduy Sëydinaa Umar Ba)",https://saabal.com/ngoor-si-farees-ca-tuubaa-lu-manoon-a-nakk-la-kadduy-seydinaa-umar-ba/,"['Lu manoon a ñàkk la, neexul a wax nag, waaye Farees di jiitul ndefar gii di Kiren, waruloon a teg tànkam ca dëkk bu sell ba di Tuubaa ba ñu naan dalal nan ko fa démb moom ak gàngoorug. Li waral lu ni mel mooy jamono jii dees leen di tudd njombe li gën a rëy ci réew mi.', '', 'Ak li ma xam ci mbir mi ak us néew daal, nganug Farees gii am na lu ko tax a jóg. Ndax ku seetlu tolluwaayu mbir mu rëy mii ñu koy tuumaal war a xam lan moo làqatu ci tukkib nemmeekoom boobu. Mu yokkaat ci nag mel ne ku bëgg ku ko wutal mbalaanum kiiraay, ci luubalkat bu tollu ne moom.', 'Ngan googu nag indi na jiixi-jaaxa te di lu manoon a ñàkk ndax ngóor sii kat amoon na waxtu wu doy sëkk ngir am tànki nemmeeku ca dëkk bu sell ba ci weer yii wees; bu fekkee ne sax daan na fa dem ci lu ñu xam itam, xam nanu ne bariwul, lu néew la. Gaawantu gii mu gaawantu ngir ganeji fa yokk na ci xar mi kawar ci li ñu koy tuumaal te it loolu war naa teey xelum kilifay dëkk bu sell ba.', 'Mbir mi nag doonul lu ndaw, dees koo tuumaal ci mbirum setal xaalis bu taq ak jàpple ay rëtalkat. Di ay waat yu diis gann ci yoon, loolu war a tax ñu def ndànk ci ku laale ak mbir mi.Ca dëgg-dëgg, moo xam mbir mi ñu koy tuumaal am na la walla du amul, Yoon dina ci wax lu leer balaa yàgg. Waaye séq gi mu séq ay jéego ci jamono jii jëm Tuubaa rekk, di dëkk boo xam ne bii sunu yaakaar jépp fa la nekk, mooy li ñépp war a ñaawlu ndax kat day bokk ci yi nga xam ne, bii day màbb sunu ngëm-ngëm ak sunuy baax, doonte mbir mi ay tuuma dong la agum.', 'Mbir mii ngir Yàlla war naa tax ñi nga xam ne bii ñoo wër kilifa gi ñu jàppale ko fexe ba di ko wax yiy xew ak tolluwaayu jamono ak ñi nga xam ne bii man na ñuy ñëw ci moom ci yenn jamono yi. Ndax kat àdduna bi soppeeku na, mbir yu tuuti yu daan xew ci yenn warab yi leegi day dox ba ci biir réew mi te man naa dem ba génn ko, ñu koy dégg bitim réew. Kon nag jot na ñu ubbi sunuy gët di xam bu baax tey jéebaane waaye di ko def ak xel ak xàmmee.', 'Wasalaam Sëydinaa Umar ba', 'Tekkikat bi: Àlliyun Jóob / bindkat yi: Habiibul Xadiim Géy ak Tuubaa silla Maxtaar', 'Partager la publication ""Ngóor si Farees ca Tuubaa, lu manoon a ñàkk la (kàdduy Sëydinaa Umar Ba)""']",non-classe
"Tënub Lewopóol II, di raykatu nit bu mag, jot na wàllam",https://saabal.com/tenub-lewopool-ii-di-raykatu-nit-bu-mag-jot-na-wallam/,"['Tënub Léwopóol II ba nekk ca déngaleereb ngàngunaay bu Burusel la ñu daax cuub bu xonq ci tallata jee ci ngoon. Ki jëf jëf ju ni mel nag mooy bañkat bii te di ab bindkat di «\xa0Théophile de Giraud\xa0» muy tuumaal Lewopóol II, ne raykatu nit bu mag a mag la ca ba muy mbéefar réewum Kóngoo.Bindkat boobu te di ab bañkat, dëkk ca Belsig moo yéeg ba ca kaw tën ba, jaare ko ci ag buum, bi 15i waxtu jotee ci talaata ji laataa muy sotti cuub bu xonq boobu ca kaw tën ba ngir wane deret ju bari ja waa jooju tuur.', 'Ba muy def jëf ju ni mel nag lu ëpp fukki nit ak juróom ña nga fa woon di ko tàccu ak a ndokkeel.', 'Bu nu sukkandikoo ci moom, Lewopóol ll, ab yongkat la bu ray nit ñu bari ba waral kenn waru koo jàppe jàmbaar ju ñuy sargal ca réew ma.', 'Ginnaaw loolu ca la alkaati ya egsee ca bayaal ba. Bindkat bi wàcc fasu xànjar wa mu yéegoon ca tënub Léwopóol ll, ngir alkaati yi jàpp ko.', '«Xam ngeen ne amóo leen xorom di», di la mu wax Alkaati ya laata ñu koy dugal ca seen daamar ja. Jëf jooju nag waajal na ko ñatti ayu-bis. Lél bi moom jàppu ko woon. «\xa0Àndunu ci benn màndarga bu teguwul ci yoon\xa0», «\xa0Léwopóol ll = yongkat bi gën a mag ci àddina si «\xa0, di mbind ma ñiy dawal ca pankart ya.', 'Tën: statue / yongkat: criminel, assassin / mbéefar: coloniser, asservir / Déngeleereb ngàngunaay : place du trône ', 'Albatros', 'Partager la publication ""Tënub Lewopóol II, di raykatu nit bu mag, jot na wàllam""']",non-classe
"Yàlla alagul nit ku ñuul, mboor mu ñu sos la!",https://saabal.com/yalla-alagul-nit-ku-nuul-mboor-mu-nu-sos-la/,"['MBOOR di Histuwaar, dafa doy waar .Gis nga ni nit ñu weex ñi lijjantee ba teg tuuma nit ku Ñuul !Ngir raafal yu rëy ya fari ya defoon, yamuñu ci toj wakkani séen seedey xeer ya ni fàŋŋ waaye, dañoo tabax ALAGUG doomu NOOHIN jooju di KAAM ñu ne , dafa toroxal baayam Yàlla alag ko def ko mu ÑUUL , ay doomi baayam di ñu weex mu yékkati leen teg leen ci kawam abadan !', 'Mu mel ni, Yàlla daa xaar ba ca Noohin muy sooga tabax nit ku ñuul mu jël ndaare !Ñaata Histuwaar la ñu sos ngir tuutal aw xeet, aw askan? Waaso, ag kër, ab néeg ?Fiiraange rekk !Matadi rekk !Nanu moytu di wax ak a bind lu wérul, lu dul dëgg ! bu ñu la bàkkee boroom xam-xam, da ngaa war a xam ni, nit, xam-xam waru ko, am na ku xam loo xamul, jox ko cër, bàyyil ko wàllam .Bind lu wér keŋŋJunj a gën jeng', 'Baabakar Mbay Ndaag ', 'Partager la publication ""Yàlla alagul nit ku ñuul, mboor mu ñu sos la!""']",non-classe
Ñaas – ñaasu – ñaas-ñaas,https://saabal.com/naas-naasu-naas-naas/,"['Cay jamono, bokkoon na ci màndarga yiy wane ag bokk ci aw askan. Ci mboor, Ñaas nekkoon na baax gu am solo ci mbatiitum Afrig. Niki yeneen miineeli cosaan yi, ñaas-ñaasi der yooyu ñu ngi réer ndax dooley mbatiit mu bees mi, rawatina mom Tugal. Lan mooy seen mboor ak it ban dayo la jëf jooju am jamono jii ci Afrigu tay ji?', 'Njortees na ne mas ngaa daje ak nit ku am i ñaas-ñaas ci kanamam walla feneen ciw yaramam. Bu amagul it du lu aay, xamal rekk ne lu bari lool la ci Afrig gi nit ñu ñuul ñi dëkke. Jëf jooju ñu bari umpale cosaan la ak la muy wund, soree na lool ak lu amadi njariñ. Ñaas-ñaas yi defeesoon ko ngir jëmmal jegeñoog nit ñi ngir gaawal ràññeeg seen cosaan ci biir fere yu ñuul ñi. Amna màndarga yu bari yuy  wane wuute gi ci diggante xeet yi, càllala yi, walla sax waaso yi. Ci lu leer, mboolaayi Afrig yi lootaabewu woon nañu bu baax laata jamonoy nooteel gi ba raw fuuf tay jii.', 'Ci seen téere bii di \xa0» Awon asa ati Orisha ile Yoruba\xa0», doomi Niseryaa yii di Olu Daramola ak Adebayo Jeje saxal nañu ne seen i maam dañu doon ñaasu ngir dimbali seen doom ya bu ñu leen jàppaan jaam, ñu man a xàmmente seen biir te it fàttaliku seen cosaan bu ñu dajee fu sori seen suufi maam.Ay leeral yu yàggul te balle ca réewum Bene xamle nañu ne yenn njaboot yi dañu daan ñaas seen i doom te jubluwaay bi doonuloon lu dul feg leen cig njaam ndax jàppkatu jaam ñi, jëmm yi amul sikk la ñu gënoon a bëgg.', 'Ni ñaas-ñaas yi baree ay xeet, noonu it la lañuy wund wuutee. Bunu sukkandikoo ci seen i bind, seen i dayo ak fa ñuy nekk ci kanam gi, manees naa ràññee nit ñu bokk càllala, meen walla waaso.', 'Lu wuute ak loolu, ñaas-ñaas yi doonul rekk lu ràññatle nit ñi. Paj mi ci Afrig nekkul rekk mu bees mi, waaye mom cosaan la itam te ñaas-ñaas dañu cee am solo su rëy. Xàjjalees na ay xeeti ñaas-ñaas yu bari te jublu gi di faje walla fege. Kon ci Afrig gu ñuul gi, dees di ñaas góor, jigéen ak xale ngir faj leen walla aar leen.', 'Ñaas: scarifier / mbatiit m: la culture / miineel yi: les habitudes /', 'Ngañ Aaw / awdemba90@gmail.com ', 'Partager la publication ""Ñaas – ñaasu – ñaas-ñaas""']",non-classe
"Koronaawiris ci àddina si – ñi faatu, ñi tawat ak ñi wér",https://saabal.com/koronaawiris-ci-addina-si-ni-faatu-ni-tawat-ak-ni-wer/,"['Mbas mi laal na réew yi ëpp ci àddina si ba mu tàmbalee ag leegi. Limub ñi jàngoro ji laal ci àllarba 15 awril tollu na ci benn milyoŋ bu teg juróom ñenti téemeer ak juróom ñatt fukk ak ñaari junni ak ñaari téemeer ak juróom ñatt fukk ak benni (1 982 281) nit  ci téemeer ak juróom ñatt fukk ak juróomi (185) réew, bunu sukkandikoo ci waññi gi gëstukat ya ca «\xa0CSSE\xa0» bu daara ju kawe ji Joons Hopkins ca Baltimoor def. Limub téemeer ak ñaar fukk ak juróom benni junni yu teg juróom ñaar téemeer  ak ñaar fukk ak ñaari (126 722) nit dee nañu ci waaye ñatti téemeer ak juróom ñatt fukk ak juróom ñaari junni yu teg téemeer ak ñaar fukk ak benni (487 421) nit wér nañu. ', 'Siin ma doon barab ba mbas mi tàmbalee am na lu tullu ci juróom ñatt fukk ak ñatti junni yu teg ñatti téemeer ak juróom fukk ak benni (83 351) nit ñu am jàngoro ji bunu ña génnee Hoŋkoŋ ak Makaawo. Lim ba nag ak yokkoom néew na lool ci bis yi waral ñuy laam-laamee ag wéram. ', 'Réew yu bari mujj nañu romb réewum Siin ci limub jarag yi. Man nañu cee lim Amerig mi am juróom benni téemeer ak juróom ñenti junni yu ñenti téemeer ak juróom ñaar (609.407), Espaañ mi am téemeer ak juróom ñaar fukk yu teg juróom benn fukk (174 060) ak Itaali mi am téemeer ak juróom benn fukk ak ñaari junni yu teg ñenti téemeer ak juróom ñatt fukk ak juróom ñatt (162.488). ', 'Ci seen ginnaaw ma nañu caa lim Almaañ mi am téemeer ak fanweer ak ñaari junni yu teg ñaar téemeer ak fukk (132.210), Farãas mi am téemeer ak fanweer ak benn junni nit yu teg ñatti téemeer ak juróom benn fukk ak ñaar (131.362), Àngalteer mi am juróom ñeen-fukk ak ñenti junni yu teg juróom ñatti téemeer ak ñeen-fukk ak juróom (94.845) ak Iraŋ mi am juróom ñaar téemeer ak ñenti junni yu teg juróom ñatti téemeer ak juróom ñaar fukk ak juróom ñaar (74.877).', 'Albatros ak Tuubaa Silla Maxtaar ', 'Partager la publication ""Koronaawiris ci àddina si – ñi faatu, ñi tawat ak ñi wér""']",non-classe
😭 Nit ñaa ngay dee ñu leen di lakk ci mbedd yi… Koronaawiris,https://saabal.com/%f0%9f%98%ad-nit-naa-ngay-dee-nu-leen-di-lakk-ci-mbedd-yi-koronaawiris/,"['Partager la publication ""😭 Nit ñaa ngay dee ñu leen di lakk ci mbedd yi… Koronaawiris""']",non-classe
Yeete ci mbas mi,https://saabal.com/yeete/,"['Ku ci jot na ko yaatal ndax ñépp xame ko nii👇', 'Mbootaayug WAX (Wolpf Ak Xamle) moo leen ko baaxe… 763178317', 'saabal.net@gmail.com\nwww.saabal.com \nwww.jangwolof.com', 'Partager la publication ""Yeete ci mbas mi""']",non-classe
Doomu Senegaal bii moo am koronawiris bi,https://saabal.com/doomu-senegaal-bii-moo-am-koronawiris-bi/,"['Partager la publication ""Doomu Senegaal bii moo am koronawiris bi""']",non-classe
Jéya: sëriñ Abdu Rahmaan Faal Tilaala moo faatu,https://saabal.com/jeya-serin-abdu-rahmaan-faal-tilaala-moo-faatu/,"['Xibaar bu metti ci Umma Islaam bi. Jéya ju metti moo am ci àllarba jii 04 maars 2020 ci talib Xombol bi. Ñaari nit ñoo ca faatu ci saa si te sëriñ Abdu Rahmaan Faal Tilaala di njiital naari Senegaal yi. Bunu sukkandikoo ci xibaari E-mejaa yi, daamar ji dafa amoon jafe-jafey póno tax mu daanu bërëngu ay yoon. Doomam sëriñ Saaliw Faal moo dëggal faatu gi. Saabal.net mu jaale njaboot gépp.', 'Partager la publication ""Jéya: sëriñ Abdu Rahmaan Faal Tilaala moo faatu""']",non-classe
Ndax Yàlla moo nu teg nattu walla sunug nangoo nuy lor: méngaleel dundug doomi réewum Libaan ci Senegaal ak dundug doomi Senegaal ca Libaan !,https://saabal.com/ndax-yalla-moo-nu-teg-nattu-walla-sunug-nangoo-nuy-lor-mengaleel-dundug-doomi-reewum-libaan-ci-senegaal-ak-dundug-doomi-senegaal-ca-libaan/,"['Partager la publication ""Ndax Yàlla moo nu teg nattu walla sunug nangoo nuy lor: méngaleel dundug doomi réewum Libaan ci Senegaal ak dundug doomi Senegaal ca Libaan !""']",politig
Xoolal taaxi nit ñu ñuul ñi laataa ñuy jaxasoo ak tubaab bi: danoo war a bég ci li nu donn ndax sunu mboor la,https://saabal.com/xoolal-taaxi-nit-nu-nuul-ni-laataa-nuy-jaxasoo-ak-tubaab-bi-danoo-war-a-beg-ci-li-nu-donn-ndax-sunu-mboor-la/,"['', 'Xoolal nataal bi. Boo ko nee jàkk sa bët fees dell ndax xereñte ak xel mu ñaw mi ñu defaree këri «\xa0Grassfeild\xa0» laataa mbéefarkat yi di fa dugg. Nataal baa ngi am ci atum junni ak juróom ñatti téemeer ak juróom ñaar fukk (1870). Néeg yooyu nekk ci ginnaaw niru na lool taax yi nu xam te tàmm koo gis ci sunu jamonoy tay jii, ci sunu réew yi rawatina yu Tugal yi. Loolaay njëlbéenug wujje gi dox ci diggante askani Grassfeild ak mbéefarkat bi.', 'Kon xam ngeen ne jéemantu ak sos ak a fent jot naa am ci Afrig ba waral fiiraange tubaab bi lal i pexe ngir faagaagal askan woowu. Ña ca jëkk di waa Almaañ ñi diri askan woowu fu nekk ci Kamerun ngir di leen liggéeyloo liggéey bu ñu sañul a bañ. Daan nañu tabax ak a defar ay njéggite, ay raay ak ay taaxi mbéefarkat yi.', 'Ginnaaw gi ci la farañse yi ñëw bóom ñatti téemeeri junniy (300 000) doomi Grassfeild ci diggante atum junni ak juróom ñenti téemeer ak juróom fukk ak juróom (1955) ba atum junni ak juróom ñenti téemeer ak juróom benn fukk ak ñaar (1962).', 'Bi mbéefarkat agsee ci tund woowu, dañoo yéemu woon ca lootaabiin wa ak it xereñte ga ña fa dëkkoon am ci wàllu tabax. Waaye ngir noot leen, màbb seen mbatiit ak seen mboor, ca la mbéefarkat daaldi yàqe jépp jëf ju ñu fa sottaloon. Lu nag dafay weddi seen gis-gis bi ñu yaxal ci mboor te laluwul lu dul xeetal mooy: «\xa0nit ku ñuul amul xel\xa0». Loolu dafay tolloo ak la ñu defoon ca Àlaxsanderi ca Tombuktu. Nan la ñu fa def? Dañoo taal kàggu ya ak jànguwaay ya ñu fa fekk ngir fay taali jàngu ya daan tas xam-xam ba ca réewi ñuule ya.', 'Ci diggante atum 1877 ba 1960 ci la ñu daaldi yàq lu ñu sampoon ca «\xa0réewu Bamaleke\xa0» waaye mujj ñoo man a dindi walla ñu nasaxal mbatiit ak gëm-gëmu askan wa. Cosaanu turu Bangangte (di ñi bañ njaam ak nooteel) mi ñgi jóge ci bañ googu.', 'Kàgguy denc yi, wane nañu ci lu mat sëkk ne béefar gi jëmul woon mukk ci suqali nit ku ñuul waaye dafa gën a nasaxal seen xel. Xereñtéefu doomi Afrig yi lu fésoon la laataa béefarkat bi di fi dugg. Waaye bi ñu fi agsee lañu ko tàmbalee nësëxal.', 'Mbéefarkat : colonisateur / mbéefar g: colonisation, asservissement / mbatiit: culture / mboor : histoire / taax mi: l’immeuble, batiment', 'Albatros  ak Habiibul Xadiim Géy ak Tuubaa Silla Maxtaar ', 'Partager la publication ""Xoolal taaxi nit ñu ñuul ñi laataa ñuy jaxasoo ak tubaab bi: danoo war a bég ci li nu donn ndax sunu mboor la""']",politig
Liy firndeel ne yaqub làkku Wolof a gën a gànjaru bob farañse,https://saabal.com/liy-firndeel-ne-yaqub-lakku-wolof-a-gen-a-ganjaru-bob-faranse/,"['Bismillaah, ci turu Yàlla, ma tàmbali. Alhamdu lillaah, cant fa Yàlla.🤲🏿', 'Bokk yi kaayleen nu waxtaan ci làkku farañse!📢', 'Mbokk mbaa xam nga ne làkku farañse mi nga naw lool ba mu tax la a xeeb saw làkk, ni làkk yépp ay waat yu ñu àbb te dajale dong la😌???', 'Topp ma, dinga ci xam dara👊🏿!', 'Ci farañse:', '😌-Waati xam-xam yi, waati gereg ak yu latiŋ yu ñu jabbase (jaxase) lañu.', 'Niral : hydro-phile : nob-ndox🤨 lay tekki ci gereg, hydro-phobe : ragal-ndox…..😲', 'Yeneen waat yi noonu lañu mel.', '😌-Waat yi jëm ci xare yu bari ci Almaa lañu juge', 'Niral: Maréchal ( A: Marschall), obus ( A: Haubitze )…..😲', 'Yeneen waat yi it noonu lañu mel.', '😌-Waat yi jëm ci xarala yu yees yi yu ci bari ci àngale la ko àbbe.', 'Niral: internet, taylorisation, …😲', '😌-Waat yi jëm ci mbay ak biri bis bu ne yu bari ci normaa lañu juge.', 'Niral: crèche, auberge, blanc, ble….😲', '😌🤝🏿-Toppaat ma ma xamal la làkk yi farañse àbb ak limu waat yi mu leen àbb.', '. Àngale: 2515i waat. Làkku itaali : 1198i waat. Almaa ak làkku Ótiris: 546i waat. Español: 476i waat. Làkku Neerlànd: 249i waat. Portige: 117i waat. Araab ak làkki Afrig-asi : 528i waat. Farañsig ga woon: 368i waat. Làkku Góol: 147i waat. Yenn làkki islaaf ak yu indoy amerig : 10 931', '😱😱😱😱Lii yéemewut a!!', '. Wolof : àbb na ko ay waat yu bari lim ba a leerul.🤩', 'Niral: laptot: lapptoo, banane: banaana, karité: kaarite, turu garab yu bari ak yeneen…😊😲', '(Sukkandikukaayu yenn yi: «\xa0le Robert\xa0»)😌😌', 'Ca gàggantikaayu «\xa0le Robert\xa0» 60 000i waat ya ca ne, 11 825 yi farañse da ko a àbb😱😱 (xaaral ma daw sax!!)', '😌Ci gàttal, wenn làkk setul ci àbb, rawatina farañse😁, moom ay waati àbb yu ñu dajale rekk la daanaka. (Àngale a ko a yées nag, mooy làkk wi ëpp i àbb ci kaw suuf ci li nu xamagum, waatam ya xaaj ba da ko a àbb😱🤭🏃🏿\u200d♂️)', '😋Cëy! Bu nu delloo woon waat yi farañse àbb seen i woroom, lu farañsey dese ciy waat?😅 Ndax farañse dina amati?😫 Ndax farañse bi dina manati wax soxlaam?🥺', 'Bokk yi, tontuleen laaj yi!!🤝🏿👊🏿', 'Abdulaay Sekk', 'Partager la publication ""Liy firndeel ne yaqub làkku Wolof a gën a gànjaru bob farañse""']",politig
ONU : kembaarug Afrig am na ab toogoom ca ndiisoog mbootaayu xeet yi,https://saabal.com/onu-kembaarug-afrig-am-na-ab-toogoom-ca-ndiisoog-mbootaayu-xeet-yi/,"['Tàngoon na lool démb ca  ñaareelu wërngalu tànn ga mbootaayu xeet ya doon def ngir am menn réew mu fay toogal Afrig niki cér buy àddu ci dogal yi. Keeñaa nag mooy réew mi ñu mujj tànn ngir mu toogal fa réewi Afrig yépp.', 'Ba ñuy saytu njuréefi tànn ga njëkk ga, muy Keeñaa di Jibuti, kenn amu ci woon limub baat yu ko may mu man a am dayo bi war ngir jàll ca tànn gu njëkk ga, waraloon ñu dem ci ñaareelu wërngal bii leen teqe.', 'Cig pàttali, ngir nga jàll nekk ab cér buy dogal, lawax bu nekk dafa war a am lumu néew-néew ñaar ci ñent (2/4) ca li mub jàmburi ngomblaan ga.', 'bàlluwaay bi: Reuters', 'Lawax: candidat / ngomblaan: Assamblée délibérante / njuréef: résultat / Mbootaayu xeet yi: Naions unies / ndiisoo gi: le conseil (entité)', 'Àlliyun Jóob / Móomi Jóob / Tuubaa Silla Maxtaar', 'Partager la publication ""ONU : kembaarug Afrig am na ab toogoom ca ndiisoog mbootaayu xeet yi""']",politig
"Àddina baa ngi soppi xar-kanam, Naka Afrig ?",https://saabal.com/addina-baa-ngi-soppi-xar-kanam-naka-afrig/,"['Ca réewum Amerig, daaneel nañu fa ay tën yu bari yu nekkoon ca yenn mbedd ya ak bayaal ginnaaw faatug George Floyd. Yenn yi, ñaxtukat yi ñoo leen déjjati; yi ci des kilifay gox ya ndax coow yu yàgg yu ñu juroon. Ci nataal bu njëkk bi, tënub fara ba woon ca Filaadelfi, Frank Rizzo mi ñuy tuumaal ne dafa doon boddixeet ba waral ñu suub ko ba noppi dindi ko. ', 'Ca Birmingaam nekk ca Alabamaa, tënub Charles Linn mi bokkoon ca ñay xeex ngir njàppum jaam wéy, la fa ñaxtukat ya daaneel ba tax kilifay gox ba war koo dindi.', ' Ba tay ca Mongomeri, nekk ca Alabamaa, ñaxtukat ya daaneel nañu fa tënub 112 at bu mu mbootaayu GEN. Robert E. Lee mu ne woon tënn ca buntu daara-digg-dóomu ju Lee. ', 'Tënub Edward Carnack doonoon jàmbur ca Amerig te móomoon ab yéenekaay bu daan dal ci kaw ñi daan aar yelleefi nit ña, dàjji nañu ko ba noppi génne ko ca suufus dëkk bii di Nashwil. ', 'Ca Alexàndiri, Wirsini, fara ba siiwal na ci Tiwitéer ay naataali tën bu tuddoon «\xa0Appomattox\xa0» bob seen boroom moo kp dindi. Kàddu ya mu ca sof mooy : \xa0» Alexàndiri, niki yeneen gox yu mag yépp, mu ngi wéy di soppiku…\xa0»', 'Laaj biy sampe dafay doon, lan moo waral Senegaal ak yeneen réew yi ñu doon jël seen i doom di leen jaayi ca Amerig ñu ne dann fa ñu nekkoon rekk ba ña soppi xar-kanam?', 'Lu waral ñi doon jaay ak a jënd nit, di leen def jaamu mujj am kersay bàyyi tëni ña ko doon def, te réew yi ñu doon jël seen i doom di leen jaayi wéy di màggal tën yooyu…?Lu Feederbu di def Ndar?', 'Bu nu dikkaatee indi leen yenn ci tën yi béefeerkat yi ñu sampal i tën te warul ndax yayooñu ko.', 'Ngañ Aaw awdemba90@gmail.com ', 'Partager la publication ""Àddina baa ngi soppi xar-kanam, Naka Afrig ?""']",politig
